Order Id,Order Date,Year,Month,Month Name,Quarter,Product Category,Size,Region,Acquisition Channel,Units Ordered,Discount Applied,Discount Pct,Order Value Usd,Manufacturing Cost Usd,Fulfillment Cost Usd,Total Cogs Usd,Gross Profit Usd,Gross Margin Pct,Is Returned
ORD-11760,23-09-2023,2023,9,Sep,Q3,Bottoms,XL,North,Instagram / Social,1,0,0,$33.78,$7.18,$2.84,$10.02,$23.76,70.34,0
ORD-11770,24-09-2023,2023,9,Sep,Q3,Outerwear,L,North,Instagram / Social,1,0,0,$49.97,$11.28,$2.72,$14.00,$35.97,71.98,0
ORD-11692,26-09-2023,2023,9,Sep,Q3,Accessories,XS,South,Direct,3,0,0,$18.59,$4.35,$2.73,$7.08,$11.51,61.92,0
ORD-11709,26-09-2023,2023,9,Sep,Q3,Accessories,L,East,Paid Search,2,0,0,$17.66,$4.00,$2.96,$6.96,$10.70,60.59,0
ORD-11723,26-09-2023,2023,9,Sep,Q3,Outerwear,M,North,Instagram / Social,1,0,0,$49.50,$11.62,$2.95,$14.57,$34.93,70.57,0
ORD-11725,26-09-2023,2023,9,Sep,Q3,Tops & T-Shirts,L,East,Instagram / Social,1,0,0,$28.02,$6.21,$2.66,$8.87,$19.15,68.34,0
ORD-11728,26-09-2023,2023,9,Sep,Q3,Dresses,XL,North,Email Campaign,2,0,0,$39.46,$9.40,$2.68,$12.08,$27.38,69.39,0
ORD-11727,27-09-2023,2023,9,Sep,Q3,Dresses,XL,North,Paid Search,2,1,0.19,$41.63,$10.07,$2.94,$13.01,$28.62,68.75,1
ORD-11754,27-09-2023,2023,9,Sep,Q3,Outerwear,S,North,Organic Search,2,0,0,$49.31,$12.09,$2.98,$15.07,$34.24,69.44,0
ORD-11766,27-09-2023,2023,9,Sep,Q3,Tops & T-Shirts,S,East,Organic Search,1,0,0,$25.62,$6.47,$2.95,$9.42,$16.20,63.23,0
ORD-11698,28-09-2023,2023,9,Sep,Q3,Outerwear,M,North,Paid Search,2,0,0,$53.57,$11.66,$2.86,$14.52,$39.05,72.9,1
ORD-11742,28-09-2023,2023,9,Sep,Q3,Tops & T-Shirts,M,South,Instagram / Social,1,1,0.15,$25.72,$6.34,$2.71,$9.05,$16.67,64.81,0
ORD-11764,28-09-2023,2023,9,Sep,Q3,Dresses,S,East,Instagram / Social,1,0,0,$41.96,$9.67,$2.97,$12.64,$29.32,69.88,0
ORD-11700,29-09-2023,2023,9,Sep,Q3,Bottoms,XL,South,Instagram / Social,2,1,0.17,$34.14,$7.73,$2.74,$10.47,$23.67,69.33,0
ORD-11720,29-09-2023,2023,9,Sep,Q3,Outerwear,L,North,Organic Search,1,1,0.16,$47.00,$11.39,$2.85,$14.24,$32.76,69.7,1
ORD-11729,29-09-2023,2023,9,Sep,Q3,Outerwear,S,West,Direct,1,0,0,$50.48,$11.63,$2.92,$14.55,$35.93,71.18,0
ORD-11752,29-09-2023,2023,9,Sep,Q3,Activewear,XS,West,Email Campaign,1,0,0,$37.58,$8.46,$2.87,$11.33,$26.25,69.85,0
ORD-11767,29-09-2023,2023,9,Sep,Q3,Tops & T-Shirts,S,North,Paid Search,1,0,0,$28.61,$6.41,$2.91,$9.32,$19.29,67.42,0
ORD-11696,30-09-2023,2023,9,Sep,Q3,Accessories,S,East,Instagram / Social,1,1,0.15,$18.04,$4.09,$2.64,$6.73,$11.31,62.69,0
ORD-11703,30-09-2023,2023,9,Sep,Q3,Tops & T-Shirts,L,East,Organic Search,1,0,0,$27.70,$6.36,$2.74,$9.10,$18.60,67.15,0
ORD-11794,01-10-2023,2023,10,Oct,Q4,Outerwear,S,South,Paid Search,1,0,0,$50.77,$11.79,$2.69,$14.48,$36.29,71.48,0
ORD-11826,01-10-2023,2023,10,Oct,Q4,Accessories,M,South,Organic Search,2,1,0.08,$19.08,$4.09,$2.73,$6.82,$12.26,64.26,1
ORD-11854,01-10-2023,2023,10,Oct,Q4,Outerwear,L,East,Instagram / Social,1,1,0.19,$50.67,$11.37,$2.83,$14.20,$36.47,71.98,0
ORD-11863,01-10-2023,2023,10,Oct,Q4,Outerwear,M,South,Instagram / Social,1,1,0.19,$49.36,$11.20,$2.64,$13.84,$35.52,71.96,1
ORD-11864,01-10-2023,2023,10,Oct,Q4,Activewear,XL,South,Paid Search,1,0,0,$34.28,$7.85,$2.60,$10.45,$23.83,69.52,0
ORD-11789,02-10-2023,2023,10,Oct,Q4,Bottoms,S,South,Instagram / Social,1,0,0,$31.99,$7.83,$2.93,$10.76,$21.23,66.36,1
ORD-11846,02-10-2023,2023,10,Oct,Q4,Bottoms,M,West,Paid Search,1,0,0,$32.93,$7.79,$2.69,$10.48,$22.45,68.17,0
ORD-11850,02-10-2023,2023,10,Oct,Q4,Dresses,XS,West,Paid Search,2,0,0,$39.39,$9.23,$2.71,$11.94,$27.45,69.69,0
ORD-11829,03-10-2023,2023,10,Oct,Q4,Dresses,M,East,Organic Search,3,0,0,$39.65,$9.70,$2.68,$12.38,$27.27,68.78,1
ORD-11858,03-10-2023,2023,10,Oct,Q4,Dresses,L,West,Instagram / Social,1,0,0,$40.73,$9.88,$2.74,$12.62,$28.11,69.02,0
ORD-11797,04-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,L,West,Instagram / Social,1,0,0,$27.78,$6.35,$2.90,$9.25,$18.53,66.7,0
ORD-11825,04-10-2023,2023,10,Oct,Q4,Accessories,S,South,Paid Search,1,1,0.14,$19.54,$4.04,$2.97,$7.01,$12.53,64.12,0
ORD-11859,04-10-2023,2023,10,Oct,Q4,Dresses,L,West,Direct,2,0,0,$38.59,$10.13,$2.99,$13.12,$25.47,66,0
ORD-11860,04-10-2023,2023,10,Oct,Q4,Dresses,L,North,Email Campaign,1,1,0.06,$39.28,$9.64,$2.73,$12.37,$26.91,68.51,1
ORD-11805,05-10-2023,2023,10,Oct,Q4,Activewear,S,North,Email Campaign,1,0,0,$34.03,$8.27,$2.83,$11.10,$22.93,67.38,0
ORD-11820,05-10-2023,2023,10,Oct,Q4,Accessories,M,South,Paid Search,2,0,0,$17.49,$4.31,$2.85,$7.16,$10.33,59.06,0
ORD-11821,05-10-2023,2023,10,Oct,Q4,Dresses,XL,North,Email Campaign,1,0,0,$39.93,$9.42,$2.85,$12.27,$27.66,69.27,1
ORD-11809,06-10-2023,2023,10,Oct,Q4,Bottoms,L,North,Instagram / Social,2,0,0,$30.56,$7.24,$2.88,$10.12,$20.44,66.88,1
ORD-11832,06-10-2023,2023,10,Oct,Q4,Dresses,S,East,Direct,1,1,0.13,$42.16,$9.27,$2.90,$12.17,$29.99,71.13,0
ORD-11834,06-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,M,West,Organic Search,1,1,0.12,$26.40,$6.67,$2.76,$9.43,$16.97,64.28,0
ORD-11876,06-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,L,East,Paid Search,3,0,0,$26.23,$6.63,$2.99,$9.62,$16.61,63.32,1
ORD-11786,07-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,S,North,Instagram / Social,1,0,0,$26.96,$6.55,$2.72,$9.27,$17.69,65.62,0
ORD-11804,07-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,S,East,Paid Search,1,0,0,$28.37,$6.48,$3.00,$9.48,$18.89,66.58,0
ORD-11831,07-10-2023,2023,10,Oct,Q4,Dresses,L,South,Instagram / Social,1,0,0,$41.43,$9.31,$2.77,$12.08,$29.35,70.84,0
ORD-11848,07-10-2023,2023,10,Oct,Q4,Outerwear,L,South,Paid Search,1,1,0.13,$47.65,$12.05,$2.81,$14.86,$32.79,68.81,1
ORD-11780,09-10-2023,2023,10,Oct,Q4,Dresses,M,East,Email Campaign,3,0,0,$43.23,$9.20,$2.84,$12.04,$31.19,72.15,0
ORD-11818,09-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,S,North,Direct,1,1,0.1,$26.57,$6.64,$2.79,$9.43,$17.14,64.51,0
ORD-11800,10-10-2023,2023,10,Oct,Q4,Outerwear,M,South,Instagram / Social,1,0,0,$51.26,$12.03,$2.99,$15.02,$36.24,70.7,0
ORD-11853,10-10-2023,2023,10,Oct,Q4,Activewear,M,East,Instagram / Social,2,0,0,$35.37,$7.82,$2.93,$10.75,$24.62,69.61,0
ORD-11812,11-10-2023,2023,10,Oct,Q4,Outerwear,L,North,Email Campaign,1,0,0,$53.14,$11.49,$2.61,$14.10,$39.04,73.47,0
ORD-11880,11-10-2023,2023,10,Oct,Q4,Bottoms,S,South,Direct,1,1,0.17,$34.23,$7.55,$2.63,$10.18,$24.05,70.26,0
ORD-11778,12-10-2023,2023,10,Oct,Q4,Outerwear,S,North,Organic Search,1,0,0,$52.86,$11.31,$2.75,$14.06,$38.80,73.4,0
ORD-11785,12-10-2023,2023,10,Oct,Q4,Bottoms,S,North,Organic Search,2,0,0,$34.26,$7.67,$2.63,$10.30,$23.96,69.94,1
ORD-11793,12-10-2023,2023,10,Oct,Q4,Bottoms,S,North,Instagram / Social,1,1,0.14,$32.05,$7.37,$2.81,$10.18,$21.87,68.24,0
ORD-11816,12-10-2023,2023,10,Oct,Q4,Accessories,L,West,Direct,2,0,0,$17.32,$4.33,$2.64,$6.97,$10.35,59.76,0
ORD-11861,12-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,L,North,Instagram / Social,2,0,0,$26.47,$6.56,$2.81,$9.37,$17.10,64.6,0
ORD-11869,12-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,M,North,Paid Search,1,1,0.16,$27.20,$6.19,$2.87,$9.06,$18.14,66.69,0
ORD-11819,13-10-2023,2023,10,Oct,Q4,Bottoms,M,East,Organic Search,1,0,0,$32.06,$7.51,$2.80,$10.31,$21.75,67.84,0
ORD-11862,13-10-2023,2023,10,Oct,Q4,Accessories,L,North,Paid Search,2,0,0,$19.57,$4.32,$2.63,$6.95,$12.62,64.49,0
ORD-11866,13-10-2023,2023,10,Oct,Q4,Dresses,S,North,Organic Search,1,0,0,$38.74,$9.35,$2.97,$12.32,$26.42,68.2,1
ORD-11803,14-10-2023,2023,10,Oct,Q4,Bottoms,M,East,Organic Search,1,1,0.13,$30.13,$7.83,$2.71,$10.54,$19.59,65.02,0
ORD-11840,14-10-2023,2023,10,Oct,Q4,Outerwear,M,South,Organic Search,1,0,0,$53.38,$11.22,$2.90,$14.12,$39.26,73.55,0
ORD-11787,15-10-2023,2023,10,Oct,Q4,Accessories,S,East,Instagram / Social,3,0,0,$18.23,$4.01,$2.98,$6.99,$11.24,61.66,0
ORD-11811,15-10-2023,2023,10,Oct,Q4,Outerwear,S,North,Instagram / Social,1,1,0.09,$49.92,$11.16,$2.62,$13.78,$36.14,72.4,0
ORD-11828,15-10-2023,2023,10,Oct,Q4,Outerwear,M,East,Instagram / Social,1,0,0,$53.59,$11.85,$2.74,$14.59,$39.00,72.77,0
ORD-11841,15-10-2023,2023,10,Oct,Q4,Dresses,L,North,Paid Search,1,0,0,$38.93,$9.70,$2.93,$12.63,$26.30,67.56,1
ORD-11851,15-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,S,West,Instagram / Social,2,0,0,$25.78,$6.57,$2.70,$9.27,$16.51,64.04,0
ORD-11802,16-10-2023,2023,10,Oct,Q4,Outerwear,M,North,Paid Search,2,0,0,$48.71,$11.51,$2.60,$14.11,$34.60,71.03,0
ORD-11815,16-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,M,East,Paid Search,1,0,0,$26.98,$6.62,$2.80,$9.42,$17.56,65.09,0
ORD-11783,17-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,L,West,Organic Search,2,0,0,$29.02,$6.53,$2.94,$9.47,$19.55,67.37,0
ORD-11842,17-10-2023,2023,10,Oct,Q4,Bottoms,M,East,Organic Search,2,0,0,$30.14,$7.51,$2.74,$10.25,$19.89,65.99,0
ORD-11847,17-10-2023,2023,10,Oct,Q4,Outerwear,M,East,Organic Search,1,0,0,$52.12,$11.52,$2.83,$14.35,$37.77,72.47,0
ORD-11874,17-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,M,East,Paid Search,1,0,0,$27.30,$6.46,$2.98,$9.44,$17.86,65.42,0
ORD-11813,18-10-2023,2023,10,Oct,Q4,Dresses,L,North,Instagram / Social,2,1,0.19,$40.76,$9.47,$2.88,$12.35,$28.41,69.7,0
ORD-11837,18-10-2023,2023,10,Oct,Q4,Outerwear,S,West,Instagram / Social,1,0,0,$53.41,$11.55,$2.96,$14.51,$38.90,72.83,0
ORD-11857,18-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,M,North,Instagram / Social,1,0,0,$28.12,$6.54,$2.76,$9.30,$18.82,66.93,0
ORD-11823,19-10-2023,2023,10,Oct,Q4,Outerwear,S,North,Direct,1,0,0,$51.28,$11.10,$2.80,$13.90,$37.38,72.89,0
ORD-11779,20-10-2023,2023,10,Oct,Q4,Outerwear,XXL,South,Instagram / Social,2,0,0,$47.48,$11.72,$2.73,$14.45,$33.03,69.57,0
ORD-11781,20-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,S,East,Email Campaign,1,0,0,$29.26,$6.74,$2.94,$9.68,$19.58,66.92,0
ORD-11784,20-10-2023,2023,10,Oct,Q4,Activewear,L,North,Paid Search,2,0,0,$36.14,$8.21,$2.90,$11.11,$25.03,69.26,1
ORD-11791,20-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,L,North,Instagram / Social,2,0,0,$29.00,$6.32,$2.92,$9.24,$19.76,68.14,0
ORD-11808,20-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,S,West,Instagram / Social,2,0,0,$28.10,$6.13,$2.63,$8.76,$19.34,68.83,1
ORD-11852,20-10-2023,2023,10,Oct,Q4,Outerwear,M,South,Organic Search,2,0,0,$51.16,$11.89,$2.67,$14.56,$36.60,71.54,0
ORD-11788,21-10-2023,2023,10,Oct,Q4,Outerwear,S,East,Paid Search,1,0,0,$46.96,$11.23,$2.63,$13.86,$33.10,70.49,0
ORD-11807,21-10-2023,2023,10,Oct,Q4,Outerwear,S,West,Instagram / Social,1,0,0,$50.91,$12.07,$2.91,$14.98,$35.93,70.58,0
ORD-11844,21-10-2023,2023,10,Oct,Q4,Outerwear,S,North,Paid Search,2,0,0,$48.39,$11.10,$2.94,$14.04,$34.35,70.99,0
ORD-11870,21-10-2023,2023,10,Oct,Q4,Bottoms,M,West,Organic Search,1,0,0,$30.42,$7.47,$2.88,$10.35,$20.07,65.98,0
ORD-11806,22-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,S,East,Organic Search,2,0,0,$26.35,$6.19,$2.81,$9.00,$17.35,65.84,0
ORD-11872,22-10-2023,2023,10,Oct,Q4,Accessories,XL,South,Instagram / Social,1,1,0.08,$18.14,$4.17,$2.62,$6.79,$11.35,62.57,0
ORD-11873,22-10-2023,2023,10,Oct,Q4,Outerwear,XXL,East,Organic Search,1,0,0,$52.49,$11.32,$2.87,$14.19,$38.30,72.97,0
ORD-11796,23-10-2023,2023,10,Oct,Q4,Dresses,M,North,Instagram / Social,1,0,0,$42.33,$9.44,$2.95,$12.39,$29.94,70.73,0
ORD-11814,23-10-2023,2023,10,Oct,Q4,Outerwear,M,North,Paid Search,1,0,0,$48.83,$11.43,$2.80,$14.23,$34.60,70.86,0
ORD-11855,23-10-2023,2023,10,Oct,Q4,Outerwear,L,South,Paid Search,1,0,0,$51.74,$11.92,$2.98,$14.90,$36.84,71.2,0
ORD-11856,23-10-2023,2023,10,Oct,Q4,Bottoms,XS,South,Instagram / Social,1,0,0,$30.75,$7.22,$2.68,$9.90,$20.85,67.8,0
ORD-11867,23-10-2023,2023,10,Oct,Q4,Outerwear,S,North,Organic Search,1,0,0,$52.89,$11.10,$2.94,$14.04,$38.85,73.45,0
ORD-11868,23-10-2023,2023,10,Oct,Q4,Accessories,L,South,Paid Search,1,0,0,$18.68,$4.04,$2.62,$6.66,$12.02,64.35,0
ORD-11879,23-10-2023,2023,10,Oct,Q4,Activewear,XL,East,Paid Search,3,1,0.18,$33.60,$8.20,$2.73,$10.93,$22.67,67.47,0
ORD-11790,24-10-2023,2023,10,Oct,Q4,Dresses,XL,South,Email Campaign,2,0,0,$43.25,$9.78,$2.95,$12.73,$30.52,70.57,0
ORD-11792,24-10-2023,2023,10,Oct,Q4,Bottoms,XS,North,Instagram / Social,2,0,0,$33.44,$7.34,$2.83,$10.17,$23.27,69.59,0
ORD-11795,24-10-2023,2023,10,Oct,Q4,Outerwear,L,North,Instagram / Social,3,0,0,$47.35,$11.64,$2.64,$14.28,$33.07,69.84,0
ORD-11782,25-10-2023,2023,10,Oct,Q4,Bottoms,L,West,Instagram / Social,1,0,0,$31.36,$7.68,$2.99,$10.67,$20.69,65.98,0
ORD-11827,25-10-2023,2023,10,Oct,Q4,Bottoms,M,North,Paid Search,1,0,0,$33.52,$7.58,$2.76,$10.34,$23.18,69.15,0
ORD-11833,25-10-2023,2023,10,Oct,Q4,Outerwear,S,North,Email Campaign,2,0,0,$49.85,$11.31,$2.87,$14.18,$35.67,71.55,0
ORD-11838,25-10-2023,2023,10,Oct,Q4,Accessories,L,East,Instagram / Social,3,1,0.16,$19.24,$4.05,$2.85,$6.90,$12.34,64.14,0
ORD-11877,25-10-2023,2023,10,Oct,Q4,Outerwear,XL,East,Organic Search,2,1,0.19,$46.90,$11.63,$2.63,$14.26,$32.64,69.59,1
ORD-11799,26-10-2023,2023,10,Oct,Q4,Accessories,M,South,Instagram / Social,1,0,0,$18.31,$4.07,$2.74,$6.81,$11.50,62.81,0
ORD-11845,26-10-2023,2023,10,Oct,Q4,Bottoms,XL,South,Direct,1,1,0.19,$33.05,$7.68,$2.63,$10.31,$22.74,68.8,1
ORD-11865,26-10-2023,2023,10,Oct,Q4,Dresses,M,North,Organic Search,2,0,0,$42.08,$9.32,$2.66,$11.98,$30.10,71.53,0
ORD-11871,26-10-2023,2023,10,Oct,Q4,Outerwear,L,South,Organic Search,1,0,0,$48.55,$11.10,$2.61,$13.71,$34.84,71.76,0
ORD-11875,26-10-2023,2023,10,Oct,Q4,Outerwear,XXL,North,Email Campaign,1,1,0.11,$48.58,$12.09,$2.94,$15.03,$33.55,69.06,0
ORD-11817,27-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,S,East,Email Campaign,1,0,0,$27.29,$6.50,$2.62,$9.12,$18.17,66.58,0
ORD-11822,27-10-2023,2023,10,Oct,Q4,Outerwear,XL,East,Paid Search,2,0,0,$49.42,$11.37,$2.87,$14.24,$35.18,71.19,0
ORD-11824,27-10-2023,2023,10,Oct,Q4,Dresses,XXL,West,Organic Search,2,0,0,$38.90,$9.54,$2.76,$12.30,$26.60,68.38,1
ORD-11777,28-10-2023,2023,10,Oct,Q4,Accessories,S,North,Organic Search,1,1,0.11,$18.79,$4.09,$2.67,$6.76,$12.03,64.02,0
ORD-11810,28-10-2023,2023,10,Oct,Q4,Outerwear,M,North,Paid Search,1,0,0,$49.46,$11.22,$2.89,$14.11,$35.35,71.47,0
ORD-11835,28-10-2023,2023,10,Oct,Q4,Bottoms,L,South,Paid Search,1,0,0,$32.15,$7.38,$2.66,$10.04,$22.11,68.77,0
ORD-11830,30-10-2023,2023,10,Oct,Q4,Bottoms,M,West,Instagram / Social,3,1,0.13,$31.99,$7.73,$2.88,$10.61,$21.38,66.83,0
ORD-11849,30-10-2023,2023,10,Oct,Q4,Accessories,S,East,Organic Search,1,1,0.2,$19.30,$4.15,$2.67,$6.82,$12.48,64.66,0
ORD-11878,30-10-2023,2023,10,Oct,Q4,Dresses,M,East,Organic Search,2,0,0,$42.89,$10.00,$2.77,$12.77,$30.12,70.23,0
ORD-11798,31-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,M,North,Direct,1,0,0,$27.29,$6.38,$2.91,$9.29,$18.00,65.96,0
ORD-11801,31-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,S,West,Organic Search,1,0,0,$27.06,$6.16,$2.98,$9.14,$17.92,66.22,0
ORD-11836,31-10-2023,2023,10,Oct,Q4,Bottoms,M,East,Instagram / Social,1,0,0,$32.99,$7.21,$2.97,$10.18,$22.81,69.14,0
ORD-11839,31-10-2023,2023,10,Oct,Q4,Tops & T-Shirts,S,West,Organic Search,1,0,0,$27.38,$6.61,$2.86,$9.47,$17.91,65.41,0
ORD-11843,31-10-2023,2023,10,Oct,Q4,Accessories,S,North,Instagram / Social,2,0,0,$17.11,$4.21,$2.78,$6.99,$10.12,59.15,0
ORD-11888,01-11-2023,2023,11,Nov,Q4,Dresses,XS,West,Paid Search,1,0,0,$41.77,$9.25,$2.70,$11.95,$29.82,71.39,0
ORD-11900,01-11-2023,2023,11,Nov,Q4,Bottoms,S,West,Paid Search,2,0,0,$30.56,$7.32,$2.72,$10.04,$20.52,67.15,0
ORD-11908,01-11-2023,2023,11,Nov,Q4,Accessories,XS,North,Instagram / Social,2,1,0.11,$19.27,$4.14,$2.85,$6.99,$12.28,63.73,0
ORD-11919,01-11-2023,2023,11,Nov,Q4,Outerwear,XL,East,Organic Search,3,0,0,$52.32,$11.76,$2.85,$14.61,$37.71,72.08,0
ORD-11951,02-11-2023,2023,11,Nov,Q4,Bottoms,L,East,Direct,1,0,0,$30.13,$7.43,$2.64,$10.07,$20.06,66.58,0
ORD-11898,03-11-2023,2023,11,Nov,Q4,Bottoms,L,West,Paid Search,2,0,0,$31.84,$7.19,$2.93,$10.12,$21.72,68.22,0
ORD-11938,03-11-2023,2023,11,Nov,Q4,Tops & T-Shirts,S,West,Paid Search,1,0,0,$26.97,$6.49,$2.73,$9.22,$17.75,65.81,0
ORD-11941,03-11-2023,2023,11,Nov,Q4,Outerwear,S,North,Email Campaign,1,0,0,$49.02,$12.12,$2.76,$14.88,$34.14,69.65,0
ORD-11991,03-11-2023,2023,11,Nov,Q4,Outerwear,XS,West,Organic Search,1,0,0,$49.42,$11.51,$2.72,$14.23,$35.19,71.21,0
ORD-11931,04-11-2023,2023,11,Nov,Q4,Bottoms,M,East,Paid Search,1,0,0,$31.77,$7.52,$2.99,$10.51,$21.26,66.92,0
ORD-11983,04-11-2023,2023,11,Nov,Q4,Bottoms,L,North,Direct,2,0,0,$30.22,$7.21,$2.93,$10.14,$20.08,66.45,0
ORD-11952,05-11-2023,2023,11,Nov,Q4,Dresses,L,South,Instagram / Social,1,1,0.1,$38.95,$9.32,$2.61,$11.93,$27.02,69.37,0
ORD-11985,05-11-2023,2023,11,Nov,Q4,Tops & T-Shirts,L,North,Instagram / Social,2,0,0,$29.33,$6.67,$2.69,$9.36,$19.97,68.09,0
ORD-11998,05-11-2023,2023,11,Nov,Q4,Tops & T-Shirts,S,West,Organic Search,1,0,0,$26.25,$6.60,$2.77,$9.37,$16.88,64.3,0
ORD-12001,05-11-2023,2023,11,Nov,Q4,Dresses,XS,North,Paid Search,2,0,0,$41.75,$9.34,$2.68,$12.02,$29.73,71.21,0
ORD-11905,06-11-2023,2023,11,Nov,Q4,Accessories,S,South,Organic Search,1,0,0,$18.00,$4.01,$2.83,$6.84,$11.16,62,0
ORD-11979,06-11-2023,2023,11,Nov,Q4,Tops & T-Shirts,M,North,Instagram / Social,1,0,0,$29.00,$6.37,$2.79,$9.16,$19.84,68.41,0
ORD-11917,07-11-2023,2023,11,Nov,Q4,Outerwear,XL,East,Direct,1,1,0.18,$50.43,$11.42,$2.95,$14.37,$36.06,71.51,0
ORD-11932,07-11-2023,2023,11,Nov,Q4,Tops & T-Shirts,S,South,Paid Search,1,0,0,$25.66,$6.55,$2.79,$9.34,$16.32,63.6,0
ORD-11934,07-11-2023,2023,11,Nov,Q4,Dresses,S,East,Paid Search,1,0,0,$42.20,$9.64,$2.83,$12.47,$29.73,70.45,0
ORD-11950,07-11-2023,2023,11,Nov,Q4,Accessories,L,South,Paid Search,3,0,0,$18.21,$4.03,$2.73,$6.76,$11.45,62.88,0
ORD-11973,07-11-2023,2023,11,Nov,Q4,Tops & T-Shirts,S,South,Paid Search,1,0,0,$28.08,$6.71,$2.84,$9.55,$18.53,65.99,0
ORD-11885,08-11-2023,2023,11,Nov,Q4,Outerwear,S,East,Email Campaign,1,1,0.06,$48.92,$11.17,$2.93,$14.10,$34.82,71.18,0
ORD-11889,08-11-2023,2023,11,Nov,Q4,Outerwear,M,East,Organic Search,1,1,0.12,$53.35,$11.66,$2.88,$14.54,$38.81,72.75,0
ORD-11899,08-11-2023,2023,11,Nov,Q4,Bottoms,S,East,Instagram / Social,1,0,0,$31.64,$7.23,$2.88,$10.11,$21.53,68.05,0
ORD-11936,08-11-2023,2023,11,Nov,Q4,Dresses,L,West,Organic Search,1,0,0,$39.32,$9.46,$2.92,$12.38,$26.94,68.51,0
ORD-11940,08-11-2023,2023,11,Nov,Q4,Dresses,M,South,Instagram / Social,1,1,0.07,$39.24,$9.72,$2.84,$12.56,$26.68,67.99,1
ORD-11974,08-11-2023,2023,11,Nov,Q4,Bottoms,M,West,Paid Search,1,0,0,$33.38,$7.49,$2.68,$10.17,$23.21,69.53,1
ORD-11894,09-11-2023,2023,11,Nov,Q4,Dresses,M,East,Paid Search,1,0,0,$42.03,$9.47,$2.92,$12.39,$29.64,70.52,0
ORD-11923,09-11-2023,2023,11,Nov,Q4,Bottoms,M,North,Organic Search,1,0,0,$31.07,$7.63,$2.67,$10.30,$20.77,66.85,1
ORD-11949,09-11-2023,2023,11,Nov,Q4,Accessories,XL,North,Email Campaign,1,0,0,$18.00,$4.11,$2.83,$6.94,$11.06,61.44,0
ORD-11960,09-11-2023,2023,11,Nov,Q4,Tops & T-Shirts,M,East,Organic Search,1,0,0,$28.12,$6.60,$2.73,$9.33,$18.79,66.82,0
ORD-11964,09-11-2023,2023,11,Nov,Q4,Outerwear,L,West,Email Campaign,2,0,0,$49.96,$11.13,$2.91,$14.04,$35.92,71.9,0
ORD-11965,09-11-2023,2023,11,Nov,Q4,Outerwear,S,South,Paid Search,3,0,0,$53.44,$11.92,$2.79,$14.71,$38.73,72.47,0
ORD-11996,09-11-2023,2023,11,Nov,Q4,Outerwear,XXL,South,Instagram / Social,3,1,0.14,$48.09,$11.91,$2.72,$14.63,$33.46,69.58,0
ORD-11907,10-11-2023,2023,11,Nov,Q4,Bottoms,M,North,Organic Search,1,0,0,$32.95,$7.38,$2.86,$10.24,$22.71,68.92,0
ORD-11944,10-11-2023,2023,11,Nov,Q4,Tops & T-Shirts,M,North,Instagram / Social,1,0,0,$25.62,$6.51,$2.83,$9.34,$16.28,63.54,0
ORD-11987,10-11-2023,2023,11,Nov,Q4,Outerwear,L,South,Paid Search,1,0,0,$51.48,$11.36,$2.94,$14.30,$37.18,72.22,0
ORD-11882,11-11-2023,2023,11,Nov,Q4,Outerwear,M,East,Paid Search,1,0,0,$51.58,$11.94,$2.72,$14.66,$36.92,71.58,0
ORD-11911,11-11-2023,2023,11,Nov,Q4,Outerwear,L,North,Direct,2,0,0,$47.00,$11.50,$2.64,$14.14,$32.86,69.91,0
ORD-11976,11-11-2023,2023,11,Nov,Q4,Outerwear,XL,East,Direct,2,0,0,$50.45,$11.22,$2.95,$14.17,$36.28,71.91,0
ORD-11981,11-11-2023,2023,11,Nov,Q4,Bottoms,L,East,Direct,1,1,0.14,$30.61,$7.17,$2.62,$9.79,$20.82,68.02,0
ORD-11890,12-11-2023,2023,11,Nov,Q4,Outerwear,M,South,Direct,2,0,0,$52.54,$11.54,$2.79,$14.33,$38.21,72.73,0
ORD-11897,12-11-2023,2023,11,Nov,Q4,Tops & T-Shirts,L,South,Instagram / Social,1,0,0,$28.56,$6.35,$2.92,$9.27,$19.29,67.54,0
ORD-11910,12-11-2023,2023,11,Nov,Q4,Activewear,L,West,Direct,1,0,0,$33.73,$8.25,$2.64,$10.89,$22.84,67.71,0
